address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"653 Poinsettia Avenue, 
Vista, CA  92081",Vista,San Marcos Unified School District,706,0634880,811,(760) 290-2855,K-5,24650,7,33.155502,-117.21076,Joli Ann Leichtag Elementary School,063488012201,https://www.greatschools.org/california/vista/24650-Joli-Ann-Leichtag-Elementary-School/?s_cid=gsapi,(760) 290-2888,https://www.greatschools.org/school/rating.page?state=CA&id=24650&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=24650&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/24650,CA,public,www.smusd.org
"7825 Flanders Dr,, 
San Diego, CA  92126",San Diego,San Diego County Office Of Education,1067,0691030,800,,K-6,32177,,32.90611,-117.156204,Jonas Salk Elementary School,,https://www.greatschools.org/california/san-diego/32177-Jonas-Salk-Elementary-School/?s_cid=gsapi,(858) 935-2100,https://www.greatschools.org/school/rating.page?state=CA&id=32177&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=32177&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/32177,CA,public,https://www.sandiegounified.org/schools/jonas-salk-es
"2751 Greyling Drive, 
San Diego, CA  92123",San Diego,San Diego Unified School District,705,0634320,363,(858) 571-2877,K-5,6169,7,32.7958,-117.14128,Jones Elementary School,063432005489,https://www.greatschools.org/california/san-diego/6169-Jones-Elementary-School/?s_cid=gsapi,(858) 496-8140,https://www.greatschools.org/school/rating.page?state=CA&id=6169&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6169&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6169,CA,public,www2.sandi.net/jones
"7655 Juniper Avenue, 
Fontana, CA  92336",Fontana,Fontana Unified,604,0613920,607,(909) 357-5483,K-5,5090,3,34.114758,-117.44016,Juniper Elementary School,061392001591,https://www.greatschools.org/california/fontana/5090-Juniper-Elementary-School/?s_cid=gsapi,(909) 357-5480,https://www.greatschools.org/school/rating.page?state=CA&id=5090&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5090&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5090,CA,public,www.fusd.net
"3201 Marathon Drive, 
San Diego, CA  92123",San Diego,San Diego Unified School District,705,0634320,185,(858) 777-9197,K-5,30530,,32.802097,-117.12662,Kavod Elementary Charter School,063432013201,https://www.greatschools.org/california/san-diego/30530-Kavod-Elementary-Charter-School/?s_cid=gsapi,(858) 386-0887,https://www.greatschools.org/school/rating.page?state=CA&id=30530&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=30530&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/30530,CA,charter,kavodelementary.org
"7651 Wellington Way, 
San Diego, CA  92111",San Diego,San Diego Unified School District,705,0634320,399,(858) 627-7503,9-12,14167,7,32.799603,-117.16221,Kearny Digital Media & Design School,063432011145,https://www.greatschools.org/california/san-diego/14167-Kearny-Digital-Media-&-Design-School/?s_cid=gsapi,(858) 496-8370,https://www.greatschools.org/school/rating.page?state=CA&id=14167&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14167&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14167,CA,public,http://dmd.khs.sandi.net
"7651 Wellington Way, 
San Diego, CA  92111",San Diego,San Diego Unified School District,705,0634320,345,(858) 627-7503,9-12,14170,8,32.799603,-117.16221,Kearny SCT School,063432011146,https://www.greatschools.org/california/san-diego/14170-Kearny-SCT-School/?s_cid=gsapi,(858) 496-8370,https://www.greatschools.org/school/rating.page?state=CA&id=14170&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14170&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14170,CA,public,https://www.sandiegounified.org/schools/kearny-high-school-science-connections-and-technology
"302 West 18th Street, 
National City, CA  91950",National City,National Elementary,696,0626670,367,(619) 336-8355,K-6,5992,5,32.66639,-117.10638,Kimball School,062667004045,https://www.greatschools.org/california/national-city/5992-Kimball-School/?s_cid=gsapi,(619) 336-8300,https://www.greatschools.org/school/rating.page?state=CA&id=5992&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5992&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5992,CA,public,
"321 Hoitt Street, 
San Diego, CA  92102",San Diego,San Diego Unified School District,705,0634320,453,(619) 525-2018,K-5,6174,3,32.70874,-117.13291,Kimbrough Elementary School,063432007317,https://www.greatschools.org/california/san-diego/6174-Kimbrough-Elementary-School/?s_cid=gsapi,(619) 525-2010,https://www.greatschools.org/school/rating.page?state=CA&id=6174&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6174&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6174,CA,public,https://www.sandiegounified.org/schools/kimbrough
"2850 Logan Avenue, 
San Diego, CA  92113",San Diego,San Diego Unified School District,705,0634320,325,(619) 232-2943,K-8,12042,2,32.697018,-117.13271,King-Chavez Academy Of Excellence,063432010381,https://www.greatschools.org/california/san-diego/12042-King-Chavez-Academy-Of-Excellence/?s_cid=gsapi,(619) 232-2825,https://www.greatschools.org/school/rating.page?state=CA&id=12042&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12042&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12042,CA,charter,www.kingchavez.net
"415 31st Street, 
San Diego, CA  92102",San Diego,San Diego Unified School District,705,0634320,188,(619) 696-7459,3-5,14695,1,32.70986,-117.12634,King-Chavez Arts Academy,063432011390,https://www.greatschools.org/california/san-diego/14695-King-Chavez-Arts-Academy/?s_cid=gsapi,(619) 525-7320,https://www.greatschools.org/school/rating.page?state=CA&id=14695&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14695&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14695,CA,charter,www.kingchavez.org
"415 31st Street, 
San Diego, CA  92102",San Diego,San Diego Unified School District,705,0634320,185,(619) 696-7459,3-5,14699,2,32.70986,-117.12634,King-Chavez Athletics Academy,063432011391,https://www.greatschools.org/california/san-diego/14699-King-Chavez-Athletics-Academy/?s_cid=gsapi,(619) 525-7320,https://www.greatschools.org/school/rating.page?state=CA&id=14699&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14699&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14699,CA,charter,www.kingchavez.org
"201 A Street, 
San Diego, CA  92101",San Diego,San Diego Unified School District,705,0634320,618,(619) 704-1021,9-12,25009,4,32.707066,-117.13981,King-Chavez Community High School,063432012195,https://www.greatschools.org/california/san-diego/25009-King-Chavez-Community-High-School/?s_cid=gsapi,(619) 704-1020,https://www.greatschools.org/school/rating.page?state=CA&id=25009&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25009&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25009,CA,charter,http://www.kingchavez.org
"500 30th Street, 
San Diego, CA  92102",San Diego,San Diego Unified School District,705,0634320,355,(619) 744-3829,6-8,16957,1,32.710625,-117.13024,King-Chavez Preparatory Academy,063432011767,https://www.greatschools.org/california/san-diego/16957-King-Chavez-Preparatory-Academy/?s_cid=gsapi,(619) 744-3828,https://www.greatschools.org/school/rating.page?state=CA&id=16957&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16957&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/16957,CA,charter,www.kingchavez.org
"1704 Cape Horn, 
Julian, CA  92036",Julian,Julian Union Elementary,690,0619140,109,(760) 765-3340,6-8,5937,7,33.07808,-116.59581,Julian Junior High School,061914008859,https://www.greatschools.org/california/julian/5937-Julian-Junior-High-School/?s_cid=gsapi,(760) 765-0575,https://www.greatschools.org/school/rating.page?state=CA&id=5937&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5937&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5937,CA,public,https://sites.google.com/a/juesd.net/julianjuniorhighschool/
"1475 Sixth Avenue, Second Floor, 
San Diego, CA  92101",San Diego,San Diego Unified School District,705,0634320,350,(619) 233-3212,5-8,12471,3,32.72091,-117.15917,KIPP Adelante Preparatory Academy,063432011263,https://www.greatschools.org/california/san-diego/12471-KIPP-Adelante-Preparatory-Academy/?s_cid=gsapi,(619) 233-3242,https://www.greatschools.org/school/rating.page?state=CA&id=12471&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12471&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12471,CA,charter,www.kippadelante.org
"1825 Knob Hill Road, 
San Marcos, CA  92069",San Marcos,San Marcos Unified School District,706,0634880,847,(760) 741-7843,K-5,6261,9,33.139652,-117.1197,Knob Hill Elementary School,063488009439,https://www.greatschools.org/california/san-marcos/6261-Knob-Hill-Elementary-School/?s_cid=gsapi,(760) 290-2080,https://www.greatschools.org/school/rating.page?state=CA&id=6261&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6261&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6261,CA,public,www.smusd.org
"3035 Levante Street, 
Carlsbad, CA  92009",Carlsbad,Encinitas Union Elementary School District,683,0612750,703,(760) 632-7627,K-6,5881,10,33.08081,-117.24485,La Costa Heights Elementary School,061275008830,https://www.greatschools.org/california/carlsbad/5881-La-Costa-Heights-Elementary-School/?s_cid=gsapi,(760) 944-4375,https://www.greatschools.org/school/rating.page?state=CA&id=5881&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5881&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5881,CA,public,www.eusd.k12.ca.us/lc
"6889 El Fuerte Street, 
Carlsbad, CA  92009",Carlsbad,San Marcos Unified School District,706,0634880,948,(760) 290-2120,K-5,6262,9,33.104534,-117.23992,La Costa Meadows Elementary School,063488008974,https://www.greatschools.org/california/carlsbad/6262-La-Costa-Meadows-Elementary-School/?s_cid=gsapi,(760) 290-2121,https://www.greatschools.org/school/rating.page?state=CA&id=6262&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6262&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6262,CA,public,www.smusd.org
"300 Heald Lane, 
Fallbrook, CA  92028",Fallbrook,Fallbrook Union Elementary School District,686,0613500,669,(760) 731-3202,K-6,5914,7,33.378143,-117.23543,La Paloma Elementary School,061350001541,https://www.greatschools.org/california/fallbrook/5914-La-Paloma-Elementary-School/?s_cid=gsapi,(760) 731-4220,https://www.greatschools.org/school/rating.page?state=CA&id=5914&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5914&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5914,CA,public,http://www.fuesd.k12.ca.us/
"11833 Woodside Avenue, 
Lakeside, CA  92040",Lakeside,Lakeside Union Elementary School District,692,0620790,816,(619) 390-2643,6-8,5942,6,32.85431,-116.93789,Lakeside Middle School,062079002494,https://www.greatschools.org/california/lakeside/5942-Lakeside-Middle-School/?s_cid=gsapi,(619) 390-2636,https://www.greatschools.org/school/rating.page?state=CA&id=5942&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5942&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5942,CA,public,www.lsusd.net
"390 Palomar Street, 
Chula Vista, CA  91911",Chula Vista,Chula Vista Elementary School District,677,0608610,777,(619) 426-5875,K-6,5840,7,32.62009,-117.07559,Lauderbach (J. Calvin) Elementary School,060861000865,https://www.greatschools.org/california/chula-vista/5840-Lauderbach-(J.-Calvin)-Elementary-School/?s_cid=gsapi,(619) 422-1127,https://www.greatschools.org/school/rating.page?state=CA&id=5840&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5840&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5840,CA,public,http://schools.cvesd.org/schools/lauderbach/
"1141 Laurel Road, 
Oakley, CA  94561",Oakley,Oakley Union Elementary,52,0628080,576,(925) 625-8300,K-5,513,4,37.982487,-121.7174,Laurel Elementary School,062808000186,https://www.greatschools.org/california/oakley/513-Laurel-Elementary-School/?s_cid=gsapi,(925) 625-7090,https://www.greatschools.org/school/rating.page?state=CA&id=513&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=513&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/513,CA,public,https://lau-ouesd-ca.schoolloop.com/
"7866 Lincoln Street, 
Lemon Grove, CA  91945",Lemon Grove,Lemon Grove School District,693,0621330,1024,(619) 825-5782,PK-8,5949,6,32.74191,-117.02869,Lemon Grove Academy For The Sciences And Humanities,062133002549,https://www.greatschools.org/california/lemon-grove/5949-Lemon-Grove-Academy-For-The-Sciences-And-Humanities/?s_cid=gsapi,(619) 825-5628,https://www.greatschools.org/school/rating.page?state=CA&id=5949&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5949&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5949,CA,public,
"2200 Lanoitan Avenue, 
National City, CA  91950",National City,National Elementary,696,0626670,603,(619) 336-8655,K-6,5994,5,32.671265,-117.07567,Lincoln Acres School,062667004047,https://www.greatschools.org/california/national-city/5994-Lincoln-Acres-School/?s_cid=gsapi,(619) 336-8600,https://www.greatschools.org/school/rating.page?state=CA&id=5994&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5994&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5994,CA,public,
"790 J Street, 
Lincoln, CA  95648",Lincoln,Western Placer Unified School District,510,0642140,1643,(916) 645-6349,9-12,4179,6,38.895687,-121.29665,Lincoln High School,064214006897,https://www.greatschools.org/california/lincoln/4179-Lincoln-High-School/?s_cid=gsapi,(916) 645-6360,https://www.greatschools.org/school/rating.page?state=CA&id=4179&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=4179&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/4179,CA,public,
"1250 Fernside Boulevard, 
Alameda, CA  94501",Alameda,Alameda City Unified School District,1,0601770,900,(510) 523-6217,6-8,10,9,37.75182,-122.23215,Lincoln Middle School,060177000049,https://www.greatschools.org/california/alameda/10-Lincoln-Middle-School/?s_cid=gsapi,(510) 748-4018,https://www.greatschools.org/school/rating.page?state=CA&id=10&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=10&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/10,CA,public,http://lms.alamedausd.ca.schoolloop.com/
"799 East Washington Avenue, 
El Cajon, CA  92020",El Cajon,San Diego County Office Of Education,1067,0691030,1607,(619) 579-5730,K-12,12032,8,32.78712,-116.95201,Literacy First Charter School,069103010374,https://www.greatschools.org/california/el-cajon/12032-Literacy-First-Charter-School/?s_cid=gsapi,(619) 579-7232,https://www.greatschools.org/school/rating.page?state=CA&id=12032&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12032&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12032,CA,charter,www.lfcsinc.org
"2875 Ocean View Boulevard, 
San Diego, CA  92113",San Diego,San Diego Unified School District,705,0634320,637,(619) 237-1004,K-8,6188,4,32.70114,-117.13181,Logan K-8,063432005503,https://www.greatschools.org/california/san-diego/6188-Logan-K-8/?s_cid=gsapi,(619) 344-6500,https://www.greatschools.org/school/rating.page?state=CA&id=6188&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6188&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6188,CA,public,https://www.sandiegounified.org/schools/logan
"3341 Browning Street, 
San Diego, CA  92106",San Diego,San Diego Unified School District,705,0634320,433,(619) 224-1352,K-4,6189,7,32.740158,-117.22244,Loma Portal Elementary School,063432005504,https://www.greatschools.org/california/san-diego/6189-Loma-Portal-Elementary-School/?s_cid=gsapi,(619) 223-1683,https://www.greatschools.org/school/rating.page?state=CA&id=6189&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6189&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6189,CA,public,http://www.lomaportalelementary.com/
