address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"3902 Kenwood Drive, 
Spring Valley, CA  91977",Spring Valley,,,,205,(619) 462-4011,PK-8,10366,,32.749626,-117.007416,Trinity Christian School,A9500841,https://www.greatschools.org/california/spring-valley/10366-Trinity-Christian-School/?s_cid=gsapi,(619) 462-6440,https://www.greatschools.org/school/rating.page?state=CA&id=10366&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=10366&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/10366,CA,private,http://trinitycs.org/
"3327 Kenora Drive, 
Spring Valley, CA  91977",Spring Valley,,,,121,,PK-12,11646,,32.74105,-116.98829,Heartland Christian,BB980200,https://www.greatschools.org/california/spring-valley/11646-Heartland-Christian/?s_cid=gsapi,(619) 461-7220,https://www.greatschools.org/school/rating.page?state=CA&id=11646&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11646&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/11646,CA,private,http://www.heartland-christian.com/
"12440 Campo Road, 
Spring Valley, CA  91978",Spring Valley,Grossmont Union High School District,688,0616230,2195,(619) 660-7119,9-12,11835,7,32.72979,-116.9267,Steele Canyon High School,061623008594,https://www.greatschools.org/california/spring-valley/11835-Steele-Canyon-High-School/?s_cid=gsapi,(619) 660-3550,https://www.greatschools.org/school/rating.page?state=CA&id=11835&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11835&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11835,CA,charter,www.schscougars.org/
"10435 Campo Road, 
Spring Valley, CA  91978",Spring Valley,,,,,,n/a,13481,,32.74374,-116.96811,Montessori Achievement Centre,BB980196,https://www.greatschools.org/california/spring-valley/13481-Montessori-Achievement-Centre/?s_cid=gsapi,(619) 442-2552,https://www.greatschools.org/school/rating.page?state=CA&id=13481&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13481&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/13481,CA,private,
"3845 Spring Drive, 
Spring Valley, CA  91977",Spring Valley,,,,12,,6-12,16539,,32.749443,-117.00291,Fred Finch Youth Center,,https://www.greatschools.org/california/spring-valley/16539-Fred-Finch-Youth-Center/?s_cid=gsapi,(619) 797-1090,https://www.greatschools.org/school/rating.page?state=CA&id=16539&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16539&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/16539,CA,private,
"11618 School St, 
Valley Springs, CA  95252",Valley Springs,Calaveras Unified,64,0606870,,(209) 786-0500,9-12,641,,38.09648,-120.8712,Jenny Lind High School,060687005719,https://www.greatschools.org/california/valley-springs/641-Jenny-Lind-High-School/?s_cid=gsapi,(209) 754-2123,https://www.greatschools.org/school/rating.page?state=CA&id=641&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=641&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/641,CA,public,
"5100 Driver Road, 
Valley Springs, CA  95252",Valley Springs,Calaveras Unified,64,0606870,531,(209) 772-2566,K-6,642,3,38.139507,-120.86473,Jenny Lind Elementary School,060687009522,https://www.greatschools.org/california/valley-springs/642-Jenny-Lind-Elementary-School/?s_cid=gsapi,(209) 754-2350,https://www.greatschools.org/school/rating.page?state=CA&id=642&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=642&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/642,CA,public,http://www.cde.ca.gov/re/sd/details.asp?cds=05615646108518&Public=Y
"3412 Double Spring Road, 
Valley Springs, CA  95252",Valley Springs,Calaveras Unified,64,0606870,465,(209) 754-5327,7-8,646,5,38.214462,-120.76085,Toyon Middle School,060687008803,https://www.greatschools.org/california/valley-springs/646-Toyon-Middle-School/?s_cid=gsapi,(209) 754-2137,https://www.greatschools.org/school/rating.page?state=CA&id=646&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=646&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/646,CA,public,
"Po Box 946, 
Valley Springs, CA  95226",Valley Springs,,,,,,PK-11,30823,,38.218987,-120.844154,Zion Preparatory Academy,A1100395,https://www.greatschools.org/california/valley-springs/30823-Zion-Preparatory-Academy/?s_cid=gsapi,(209) 772-0462,https://www.greatschools.org/school/rating.page?state=CA&id=30823&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=30823&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/30823,CA,private,
"10862 Spenceville Road, 
Penn Valley, CA  95946",Penn Valley,Penn Valley Union Elementary,1552,0601427,216,,K-8,7835,6,39.192,-121.180626,Ready Springs Elementary,063195004919,https://www.greatschools.org/california/penn-valley/7835-Ready-Springs-Elementary/?s_cid=gsapi,(530) 432-1118,https://www.greatschools.org/school/rating.page?state=CA&id=7835&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=7835&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/7835,CA,public,
"24750 Delphinium Avenue, 
Moreno Valley, CA  92553",Moreno Valley,Moreno Valley Unified School District,525,0625800,1147,(951) 571-4205,6-8,4369,2,33.90642,-117.23165,Badger Springs Middle School,062580009583,https://www.greatschools.org/california/moreno-valley/4369-Badger-Springs-Middle-School/?s_cid=gsapi,(951) 571-4200,https://www.greatschools.org/school/rating.page?state=CA&id=4369&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=4369&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/4369,CA,public,http://badgerspringsms.org
"11900 Athens Drive, 
Moreno Valley, CA  92557",Moreno Valley,Moreno Valley Unified School District,525,0625800,404,(951) 571-4535,K-5,4371,2,33.94885,-117.27637,Box Springs Elementary School,062580009586,https://www.greatschools.org/california/moreno-valley/4371-Box-Springs-Elementary-School/?s_cid=gsapi,(951) 571-4530,https://www.greatschools.org/school/rating.page?state=CA&id=4371&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=4371&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/4371,CA,public,http://boxspringsbruins.org
"23100 Cougar Canyon Drive, 
Moreno Valley, CA  92557",Moreno Valley,Moreno Valley Unified School District,525,0625800,2488,(951) 571-4765,9-12,4373,5,33.961166,-117.26146,Canyon Springs High School,062580008906,https://www.greatschools.org/california/moreno-valley/4373-Canyon-Springs-High-School/?s_cid=gsapi,(951) 571-4760,https://www.greatschools.org/school/rating.page?state=CA&id=4373&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=4373&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/4373,CA,public,http://canyonspringshs.org
"9801 Hidden Springs Drive, 
Moreno Valley, CA  92557",Moreno Valley,Moreno Valley Unified School District,525,0625800,641,(951) 571-4595,K-6,4378,4,33.968246,-117.26174,Hidden Springs Elementary School,062580009588,https://www.greatschools.org/california/moreno-valley/4378-Hidden-Springs-Elementary-School/?s_cid=gsapi,(951) 571-4590,https://www.greatschools.org/school/rating.page?state=CA&id=4378&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=4378&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/4378,CA,public,http://hiddenspringselementary.com
"3401 Big Springs Avenue, 
Simi Valley, CA  93063",Simi Valley,Simi Valley Unified School District,1025,0636840,682,(805) 520-6103,K-6,7699,8,34.297165,-118.70098,Big Springs Elementary School,063684006251,https://www.greatschools.org/california/simi-valley/7699-Big-Springs-Elementary-School/?s_cid=gsapi,(805) 520-6710,https://www.greatschools.org/school/rating.page?state=CA&id=7699&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=7699&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/7699,CA,public,https://bses-simi-ca.schoolloop.com/
"57373 Joshua Ln, 
Yucca Valley, CA  92284",Yucca Valley,,,,300,(760) 369-0315,PK-12,10274,,34.096737,-116.411865,Joshua Springs Christian Schools,A9500586,https://www.greatschools.org/california/yucca-valley/10274-Joshua-Springs-Christian-Schools/?s_cid=gsapi,(760) 365-3599,https://www.greatschools.org/school/rating.page?state=CA&id=10274&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=10274&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/10274,CA,private,www.joshuaspringsschools.com
"57373 Joshua Lane, 
Yucca Valley, CA  92284",Yucca Valley,,,,23,,K-12,26208,,34.09667,-116.412155,Joshua Springs Academy,,https://www.greatschools.org/california/yucca-valley/26208-Joshua-Springs-Academy/?s_cid=gsapi,(760) 365-3599,https://www.greatschools.org/school/rating.page?state=CA&id=26208&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=26208&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/26208,CA,private,
"11650 Perris Boulevard, 
Moreno Valley, CA  92557",Moreno Valley,,,,,,2-6,16337,,33.95166,-117.225266,Big Springs Center & School,A9100587,https://www.greatschools.org/california/moreno-valley/16337-Big-Springs-Center-&-School/?s_cid=gsapi,(951) 488-0404,https://www.greatschools.org/school/rating.page?state=CA&id=16337&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16337&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/16337,CA,private,
"33713 Newberry Road, 
Newberry Springs, CA  92365",Newberry Springs,Silver Valley Unified,618,0636820,113,(760) 257-4838,PK-5,5311,7,34.86576,-116.66253,Newberry Springs Elementary School,063682007255,https://www.greatschools.org/california/newberry-springs/5311-Newberry-Springs-Elementary-School/?s_cid=gsapi,(760) 257-3211,https://www.greatschools.org/school/rating.page?state=CA&id=5311&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5311&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5311,CA,public,www.svusdk12.net
"39245 Calle De Fortuna, 
Murrieta, CA  92563",Murrieta,Murrieta Valley Unified,526,0600029,891,(951) 304-1611,6-8,12193,6,33.553078,-117.14943,Warm Springs Middle School,060002910590,https://www.greatschools.org/california/murrieta/12193-Warm-Springs-Middle-School/?s_cid=gsapi,(951) 696-3503,https://www.greatschools.org/school/rating.page?state=CA&id=12193&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12193&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12193,CA,public,www.murrieta.k12.ca.us/warmsprings
"130 Park Avenue, 
Grass Valley, CA  95945",Grass Valley,Nevada Joint Union High School District,457,0626880,161,(530) 272-8564,9-12,3563,,39.210777,-121.06305,Silver Springs High (Continuation) School,062688009953,https://www.greatschools.org/california/grass-valley/3563-Silver-Springs-High-(Continuation)-School/?s_cid=gsapi,(530) 272-2635,https://www.greatschools.org/school/rating.page?state=CA&id=3563&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=3563&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/3563,CA,public,www.njuhsd.com
"19414 Sierra Estates Drive, 
Newhall, CA  91321",Newhall,Sulphur Springs Union,315,0638220,573,(661) 298-5428,K-6,2945,8,34.39855,-118.47244,Valley View Elementary School,063822007883,https://www.greatschools.org/california/newhall/2945-Valley-View-Elementary-School/?s_cid=gsapi,(661) 251-2000,https://www.greatschools.org/school/rating.page?state=CA&id=2945&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=2945&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/2945,CA,public,www.sssd.k12.ca.us
"14145 Village Center Drive, 
Chino Hills, CA  91709",Chino Hills,Chino Valley Unified School District,599,0608460,524,(909) 548-6079,K-6,5024,9,33.99645,-117.75372,Country Springs Elementary School,060846003822,https://www.greatschools.org/california/chino-hills/5024-Country-Springs-Elementary-School/?s_cid=gsapi,(909) 590-8212,https://www.greatschools.org/school/rating.page?state=CA&id=5024&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5024&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5024,CA,public,http://cs.chino.k12.ca.us
"1687 Yulupa Avenue, 
Santa Rosa, CA  95405",Santa Rosa,Rincon Valley Union Elementary,830,0632640,599,(707) 545-6926,K-6,7081,4,38.43699,-122.67045,Spring Creek Matanzas Charter School,063264005079,https://www.greatschools.org/california/santa-rosa/7081-Spring-Creek-Matanzas-Charter-School/?s_cid=gsapi,(707) 545-1771,https://www.greatschools.org/school/rating.page?state=CA&id=7081&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=7081&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/7081,CA,charter,
"30951 Highway 79, 
Warner Springs, CA  92086",Warner Springs,Warner Unified,715,0600042,2,(760) 782-0605,9-12,6331,,33.292294,-116.68492,San Jose Valley Continuation High School,060004206527,https://www.greatschools.org/california/warner-springs/6331-San-Jose-Valley-Continuation-High-School/?s_cid=gsapi,(760) 782-3517,https://www.greatschools.org/school/rating.page?state=CA&id=6331&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6331&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6331,CA,public,
"10250 El Nopal, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,34,(619) 956-2494,K-8,11119,,32.86247,-116.97421,Santee Alternative School,063588001222,https://www.greatschools.org/california/santee/11119-Santee-Alternative-School/?s_cid=gsapi,(619) 956-2490,https://www.greatschools.org/school/rating.page?state=CA&id=11119&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11119&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11119,CA,public,http://www.santeesd.net/domain/42
"10280 North Magnolia Avenue, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,9,(619) 956-2462,K-8,14449,,32.86595,-116.97108,Santee Success Program School,063588010639,https://www.greatschools.org/california/santee/14449-Santee-Success-Program-School/?s_cid=gsapi,(619) 956-2453,https://www.greatschools.org/school/rating.page?state=CA&id=14449&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14449&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14449,CA,public,www.santeesd.net
"1313 Audubon Drive, 
San Jose, CA  95122",San Jose,Franklin-Mckinley Elementary School District,634,0614370,409,(408) 283-6062,K-6,5491,4,37.32804,-121.84669,Santee Elementary School,061437001650,https://www.greatschools.org/california/san-jose/5491-Santee-Elementary-School/?s_cid=gsapi,(408) 283-6450,https://www.greatschools.org/school/rating.page?state=CA&id=5491&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5491&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5491,CA,public,http://santee.fmsd.org/
"1921 South Maple Avenue, 
Los Angeles, CA  90011",Los Angeles,Los Angeles Unified School District,286,0622710,1816,(213) 742-9883,9-12,14524,3,34.029015,-118.26278,Santee Education Complex,062271011626,https://www.greatschools.org/california/los-angeles/14524-Santee-Education-Complex/?s_cid=gsapi,(213) 763-1000,https://www.greatschools.org/school/rating.page?state=CA&id=14524&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14524&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14524,CA,public,www.lausd.net/santee_ed_complex
"10300 Magnolia Avenue, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,1026,(619) 956-2408,K-8,6064,6,32.86596,-116.97108,Cajon Park Elementary School,063588006137,https://www.greatschools.org/california/santee/6064-Cajon-Park-Elementary-School/?s_cid=gsapi,(619) 956-2400,https://www.greatschools.org/school/rating.page?state=CA&id=6064&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6064&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6064,CA,public,www.santeesd.net
"9353 Pike Road, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,566,(619) 258-3414,K-8,6065,8,32.847782,-116.99694,Carlton Hills Elementary School,063588006138,https://www.greatschools.org/california/santee/6065-Carlton-Hills-Elementary-School/?s_cid=gsapi,(619) 258-3400,https://www.greatschools.org/school/rating.page?state=CA&id=6065&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6065&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6065,CA,public,www.santeesd.net
"9353 Wethersfield Road, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,815,(619) 956-4509,K-8,6066,8,32.844597,-117.01492,Carlton Oaks Elementary School,063588006139,https://www.greatschools.org/california/santee/6066-Carlton-Oaks-Elementary-School/?s_cid=gsapi,(619) 956-4500,https://www.greatschools.org/school/rating.page?state=CA&id=6066&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6066&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6066,CA,public,www.santeesd.net
"8120 Arlette Street, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,558,(619) 258-4816,K-8,6067,6,32.83141,-117.01938,Chet F. Harritt Elementary School,063588006140,https://www.greatschools.org/california/santee/6067-Chet-F.-Harritt-Elementary-School/?s_cid=gsapi,(619) 258-4800,https://www.greatschools.org/school/rating.page?state=CA&id=6067&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6067&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6067,CA,public,www.santeesd.net
